ID,Rating,MainCategory,Plateform,ActingPrice,Offer,NumberOfRatings,NumberOfReviews,5Star,4Star,3Star,2Star,1Star,Fulfilled,Combo,Category
13371,4.2,Men,Flipkart,999,52.45,60.0,12.0,30.0,15.0,8.0,3,4,0,False,boot
7119,3.7,Women,Flipkart,549,51.0,1367.0,171.0,584.0,295.0,198.0,110,180,1,False,sandal
16226,4.1,Women,Flipkart,1199,50.04,210.0,34.0,111.0,50.0,29.0,12,11,1,False,sandal
4347,4.1,Men,Flipkart,1999,50.03,199.0,28.0,105.0,52.0,18.0,9,15,1,False,other
16017,4.0,Women,Flipkart,899,44.49,299.0,36.0,150.0,65.0,42.0,16,26,1,False,flip
6021,4.7,Women,Flipkart,999,65.07,3.0,0.0,2.0,1.0,0.0,0,0,0,False,juti
3232,3.2,Women,Flipkart,998,44.99,9.0,0.0,3.0,1.0,2.0,1,2,1,False,sandal
13392,4.0,Men,Flipkart,499,60.12,484.0,63.0,271.0,84.0,50.0,30,49,1,False,other
7336,3.7,Men,Flipkart,3999,86.27,190.0,33.0,97.0,22.0,27.0,13,31,1,False,sneaker
14635,4.3,Women,Flipkart,1699,64.8,2921.0,456.0,1717.0,696.0,264.0,107,137,1,False,sneaker
3231,3.7,Men,Amazon,674,11.13,79.0,49.0,10.0,12.0,12.0,34,32,1,False,sneaker
1691,4.3,Women,Flipkart,999,10.01,400.0,54.0,225.0,109.0,35.0,9,22,1,False,shoe
19507,3.8,Men,Flipkart,998,50.1,15632.0,1944.0,7427.0,2587.0,2262.0,1257,2099,1,True,shoe
9932,4.3,Women,Flipkart,999,63.46,561.0,87.0,356.0,103.0,46.0,22,34,0,False,boot
11899,4.1,Women,Flipkart,795,56.6,961.0,126.0,500.0,218.0,120.0,44,79,0,False,other
12391,4.2,Men,Flipkart,2499,42.02,1286.0,191.0,721.0,301.0,140.0,47,77,1,False,shoe
12245,4.2,Men,Flipkart,2499,50.02,8210.0,1077.0,4594.0,2100.0,798.0,269,449,1,False,shoe
6779,3.7,Women,Flipkart,999,60.06,22.0,4.0,8.0,5.0,6.0,1,2,0,False,boot
4669,4.1,Women,Flipkart,999,70.07,52.0,5.0,31.0,6.0,8.0,4,3,0,False,mojaris
11459,3.8,Women,Flipkart,599,34.06,121.0,18.0,62.0,19.0,13.0,11,16,0,False,juti
13387,3.9,Men,Flipkart,999,50.55,4893.0,562.0,2259.0,1202.0,628.0,283,521,0,False,sandal
6254,4.2,Women,Flipkart,999,50.05,431.0,67.0,245.0,102.0,49.0,14,21,1,False,sneaker
10929,3.9,Women,Flipkart,699,58.66,125.0,14.0,62.0,27.0,16.0,6,14,1,False,sandal
14313,3.3,Women,Flipkart,499,66.13,4.0,1.0,1.0,1.0,0.0,2,0,0,False,flip
6233,3.7,Men,Flipkart,1499,68.38,1364.0,190.0,678.0,202.0,172.0,86,226,1,False,shoe
19635,3.8,Men,Flipkart,999,43.04,205.0,35.0,107.0,30.0,23.0,20,25,1,False,shoe
6557,3.9,Women,Flipkart,999,52.55,2238.0,318.0,1060.0,547.0,300.0,106,225,1,False,shoe
2278,3.8,Men,Flipkart,1299,61.59,13339.0,1590.0,6516.0,2488.0,1833.0,820,1682,1,False,shoe
6142,4.1,Men,Flipkart,6095,70.01,564.0,67.0,305.0,128.0,50.0,22,59,1,False,other
16728,4.0,Men,Flipkart,1899,78.99,89.0,10.0,43.0,23.0,12.0,5,6,0,False,sandal
14343,3.9,Men,Flipkart,999,43.04,1218.0,162.0,650.0,203.0,115.0,84,166,1,False,sneaker
20102,3.9,Men,Flipkart,699,7.15,480.0,67.0,218.0,112.0,79.0,25,46,1,False,shoe
10615,4.0,Women,Flipkart,999,52.05,240.0,31.0,126.0,50.0,31.0,13,20,0,False,boot
10936,3.5,Women,Flipkart,999,50.05,68.0,11.0,30.0,10.0,7.0,4,17,0,False,boot
6920,4.1,Women,Flipkart,999,62.06,2077.0,360.0,1169.0,471.0,228.0,83,162,1,False,boot
14164,3.7,Men,Flipkart,999,79.48,656.0,73.0,269.0,139.0,112.0,51,85,0,False,flip
5215,3.9,Men,Flipkart,999,57.06,70.0,8.0,35.0,10.0,13.0,4,8,0,False,sandal
10828,4.0,Men,Flipkart,999,52.55,45374.0,6553.0,23028.0,10103.0,6121.0,2384,3738,1,False,sandal
8711,4.0,Women,Flipkart,999,55.26,2768.0,405.0,1385.0,640.0,393.0,138,212,1,False,sandal
11835,4.1,Men,Flipkart,3895,26.52,666.0,100.0,354.0,172.0,67.0,22,51,1,False,boot
5774,4.1,Men,Flipkart,2495,72.38,1845.0,238.0,1047.0,329.0,213.0,80,176,1,True,sneaker
8938,4.0,Women,Flipkart,1298,61.56,24.0,3.0,13.0,4.0,3.0,2,2,1,False,flip
13651,4.3,Women,Flipkart,999,16.42,17117.0,2296.0,9663.0,5026.0,1421.0,366,643,1,False,shoe
12986,3.8,Men,Flipkart,399,50.13,25.0,3.0,12.0,3.0,4.0,4,2,0,False,flip
2594,4.2,Women,Flipkart,749,3.87,85.0,5.0,44.0,26.0,6.0,3,6,0,False,sandal
17191,4.2,Women,Flipkart,999,53.25,2221.0,392.0,1333.0,403.0,231.0,97,157,1,False,boot
8699,4.2,Women,Flipkart,999,50.05,1166.0,197.0,642.0,261.0,140.0,47,76,0,False,boot
20342,3.7,Men,Flipkart,1497,66.73,1738.0,170.0,867.0,252.0,213.0,129,277,1,False,other
15367,4.4,Women,Flipkart,999,47.45,5.0,2.0,3.0,1.0,1.0,0,0,0,False,boot
13746,4.1,Men,Flipkart,999,52.55,30117.0,3383.0,18356.0,4427.0,2806.0,1576,2952,1,False,boot
19818,3.6,Women,Flipkart,499,5.01,381.0,59.0,149.0,80.0,63.0,21,68,1,False,sandal
12505,4.1,Women,Flipkart,499,40.08,17712.0,2428.0,9604.0,3714.0,2118.0,932,1344,1,False,other
10460,4.1,Men,Flipkart,1299,62.74,230.0,31.0,125.0,53.0,21.0,12,19,1,False,sneaker
11658,4.3,Women,Flipkart,5099,37.09,116.0,18.0,71.0,27.0,8.0,4,6,1,False,boot
10956,3.2,Women,Flipkart,766,64.1,25.0,0.0,9.0,5.0,1.0,3,6,0,False,juti
13605,4.1,Men,Flipkart,999,57.36,57354.0,8250.0,32704.0,10683.0,6362.0,2803,4802,1,False,shoe
20801,4.1,Women,Flipkart,499,10.02,33905.0,4605.0,18495.0,7521.0,3980.0,1449,2462,1,False,sneaker
15054,4.4,Women,Flipkart,1299,19.25,377.0,51.0,253.0,77.0,17.0,9,21,0,False,shoe
14912,5.0,Men,Flipkart,4299,63.97,5.0,1.0,5.0,0.0,0.0,0,0,0,False,other
16254,4.3,Women,Flipkart,4499,54.99,47.0,7.0,27.0,11.0,6.0,2,1,1,False,sandal
4927,4.3,Women,Flipkart,999,15.92,695.0,93.0,396.0,194.0,59.0,19,27,1,False,shoe
7002,4.0,Women,Flipkart,999,50.05,180.0,29.0,86.0,41.0,21.0,11,17,1,False,sandal
1100,3.6,Men,Flipkart,999,64.46,85.0,10.0,31.0,21.0,15.0,7,11,0,False,sandal
18162,4.5,Women,Flipkart,6599,40.01,10.0,3.0,6.0,3.0,1.0,0,0,1,False,sneaker
6268,4.1,Women,Flipkart,1149,55.53,357.0,58.0,198.0,67.0,49.0,22,21,1,False,sandal
1289,3.4,Women,Flipkart,1999,62.03,17.0,2.0,7.0,2.0,2.0,3,3,1,False,boot
20613,4.3,Women,Flipkart,3999,38.36,10.0,0.0,5.0,4.0,0.0,1,0,1,False,shoe
1511,4.2,Women,Flipkart,499,54.31,30.0,4.0,20.0,6.0,0.0,2,3,0,False,juti
9288,4.3,Women,Flipkart,1049,16.11,629.0,88.0,351.0,184.0,53.0,12,24,1,False,shoe
2823,4.0,Women,Flipkart,999,52.55,2795.0,380.0,1361.0,672.0,391.0,154,219,0,False,sandal
4538,4.0,Men,Flipkart,661,9.38,1250.0,161.0,645.0,262.0,166.0,67,110,0,False,shoe
8325,4.2,Men,Flipkart,4995,70.19,1624.0,247.0,889.0,438.0,159.0,50,88,1,False,other
14340,4.8,Women,Flipkart,2397,81.27,12.0,1.0,11.0,2.0,1.0,0,0,1,False,flip
5642,4.5,Women,Flipkart,4999,45.01,31.0,3.0,23.0,5.0,1.0,0,2,1,False,shoe
9510,2.3,Men,Flipkart,1199,50.04,3.0,0.0,1.0,0.0,0.0,0,2,0,False,shoe
8531,4.0,Women,Flipkart,499,60.12,169.0,21.0,93.0,25.0,26.0,13,12,0,False,mojaris
339,3.6,Men,Flipkart,671,34.07,94.0,17.0,19.0,13.0,20.0,11,12,1,False,sandal
9152,3.9,Women,Flipkart,499,36.07,59.0,10.0,28.0,10.0,11.0,5,5,1,False,sandal
8684,3.9,Women,Flipkart,999,50.05,553.0,79.0,273.0,123.0,58.0,24,77,0,False,boot
5323,4.1,Women,Flipkart,2500,60.04,8.0,0.0,5.0,0.0,2.0,1,0,0,False,sandal
7341,3.3,Men,Flipkart,3485,71.33,15.0,2.0,7.0,1.0,1.0,1,5,1,False,other
20065,4.1,Women,Flipkart,999,60.66,341.0,59.0,174.0,89.0,38.0,13,27,1,False,shoe
17345,4.0,Women,Flipkart,459,34.86,3.0,0.0,1.0,1.0,1.0,0,0,0,False,juti
13139,4.1,Women,Flipkart,999,57.36,607.0,63.0,305.0,174.0,70.0,27,31,1,False,sandal
12068,3.7,Men,Flipkart,799,71.34,11778.0,1311.0,5087.0,2359.0,1592.0,878,1862,0,False,flip
10809,4.3,Women,Flipkart,899,12.24,138.0,16.0,79.0,36.0,13.0,4,6,0,False,sandal
4861,4.0,Women,Flipkart,499,6.01,50.0,11.0,23.0,17.0,3.0,3,5,0,False,sandal
1790,3.9,Men,Flipkart,2695,20.0,234.0,33.0,131.0,38.0,21.0,10,34,1,False,other
2986,4.2,Women,Flipkart,599,16.86,235.0,47.0,135.0,52.0,26.0,8,17,1,False,sandal
7430,3.8,Men,Flipkart,999,70.07,275.0,51.0,127.0,55.0,38.0,25,30,0,False,other
17555,4.1,Women,Flipkart,999,55.06,627.0,106.0,317.0,164.0,83.0,20,43,0,False,sandal
17717,3.9,Women,Flipkart,999,43.04,65.0,23.0,31.0,14.0,11.0,1,9,1,False,juti
20439,3.8,Women,Flipkart,799,37.55,1734.0,286.0,820.0,339.0,231.0,110,234,1,False,sandal
2325,4.3,Men,Flipkart,749,59.95,46.0,4.0,31.0,5.0,4.0,3,3,0,False,juti
14574,4.4,Men,Flipkart,4499,40.01,156.0,19.0,101.0,32.0,9.0,5,9,1,False,shoe
19573,3.9,Men,Flipkart,999,62.06,77.0,15.0,41.0,10.0,12.0,4,10,1,False,shoe
1969,4.4,Men,Flipkart,4999,30.01,298.0,39.0,193.0,70.0,15.0,6,14,1,False,sneaker
2650,4.1,Women,Flipkart,999,73.07,312.0,39.0,170.0,63.0,37.0,18,23,1,False,sandal
7719,4.2,Men,Flipkart,2699,61.13,5706.0,785.0,3187.0,1493.0,520.0,211,295,1,False,shoe
11383,4.1,Men,Flipkart,284,8.8,1626.0,177.0,873.0,345.0,186.0,73,149,1,False,slipper
4586,4.1,Women,Flipkart,999,40.04,1948.0,303.0,1047.0,420.0,227.0,103,151,1,False,shoe
13930,3.7,Men,Flipkart,999,67.07,45808.0,5757.0,22018.0,7012.0,6046.0,3416,7316,1,False,shoe
2092,3.9,Men,Flipkart,999,52.55,146.0,24.0,73.0,24.0,24.0,10,15,0,False,flip
8065,4.2,Women,Flipkart,999,60.16,2361.0,401.0,1380.0,457.0,253.0,98,173,0,False,boot
12214,3.8,Women,Flipkart,249,16.47,4465.0,656.0,2015.0,923.0,711.0,363,453,1,False,sandal
16067,3.9,Women,Flipkart,499,60.12,364.0,48.0,180.0,66.0,59.0,18,41,0,False,sandal
12541,3.7,Women,Flipkart,899,61.18,10.0,2.0,3.0,3.0,3.0,0,1,0,False,bellie
13586,3.9,Men,Flipkart,1099,55.05,141.0,17.0,75.0,22.0,18.0,8,18,1,False,mojaris
5317,4.2,Women,Flipkart,1699,58.86,88.0,9.0,49.0,24.0,6.0,4,5,0,False,boot
4959,4.1,Men,Flipkart,999,56.06,712.0,69.0,427.0,106.0,66.0,42,71,1,False,boot
17532,3.9,Women,Flipkart,1999,76.04,229.0,36.0,108.0,54.0,26.0,14,28,0,False,boot
16490,4.3,Women,Flipkart,799,25.03,70.0,17.0,48.0,9.0,5.0,3,5,1,False,other
15691,4.3,Women,Flipkart,1499,73.45,498.0,78.0,318.0,100.0,44.0,13,31,1,False,bellie
9802,4.0,Women,Flipkart,533,14.63,192.0,30.0,96.0,46.0,25.0,8,17,0,False,sandal
13758,3.8,Women,Flipkart,1199,74.65,168.0,22.0,71.0,31.0,36.0,17,13,0,False,bellie
18447,4.2,Men,Flipkart,499,30.86,374.0,59.0,226.0,64.0,45.0,10,29,1,False,other
2560,3.7,Men,Flipkart,999,68.47,1197.0,162.0,548.0,208.0,192.0,89,160,0,False,other
13721,3.4,Women,Flipkart,599,52.59,185.0,14.0,75.0,28.0,14.0,18,45,0,False,flip
5387,4.1,Men,Flipkart,999,54.05,126.0,15.0,60.0,36.0,17.0,7,6,0,False,other
15479,4.1,Women,Flipkart,1299,57.74,140.0,14.0,73.0,36.0,10.0,13,8,1,False,shoe
9949,4.0,Men,Flipkart,999,60.16,3016.0,377.0,1508.0,506.0,501.0,152,349,1,False,sneaker
415,4.1,Men,Flipkart,805,40.04,856.0,89.0,652.0,188.0,75.0,55,48,1,False,boot
4870,4.2,Women,Flipkart,599,36.73,1250.0,221.0,688.0,311.0,137.0,41,72,1,False,sandal
11569,3.9,Men,Flipkart,499,48.1,16440.0,2055.0,8220.0,4110.0,1849.0,890,1371,1,False,sandal
7757,3.7,Men,Flipkart,1999,50.03,462.0,54.0,196.0,108.0,64.0,23,71,1,False,other
8411,4.2,Women,Flipkart,999,35.04,100.0,16.0,57.0,18.0,13.0,3,7,0,False,shoe
3579,4.5,Men,Flipkart,6999,45.01,98.0,20.0,77.0,11.0,3.0,0,7,1,False,shoe
17039,4.3,Men,Flipkart,999,63.46,0.0,0.0,0.0,0.0,0.0,0,0,0,False,boot
17940,4.4,Women,Flipkart,1299,19.25,2664.0,450.0,1690.0,663.0,177.0,53,86,1,False,shoe
9582,3.9,Women,Flipkart,1595,56.18,261.0,18.0,131.0,46.0,35.0,19,30,1,False,sandal
19383,3.8,Women,Flipkart,799,37.55,1736.0,290.0,820.0,339.0,231.0,110,234,1,False,sandal
20484,4.2,Women,Flipkart,999,40.04,27.0,2.0,15.0,7.0,2.0,1,1,0,False,sandal
15147,4.1,Men,Flipkart,4999,45.01,172.0,20.0,94.0,38.0,14.0,9,17,1,False,shoe
19806,4.2,Women,Flipkart,3999,73.59,399.0,43.0,215.0,101.0,46.0,12,25,1,False,shoe
14452,3.9,Women,Flipkart,499,56.11,216.0,24.0,108.0,39.0,34.0,6,29,1,False,juti
15633,4.2,Men,Flipkart,3799,43.01,1286.0,193.0,714.0,347.0,114.0,38,73,1,False,shoe
2900,3.7,Men,Flipkart,1999,75.19,448.0,49.0,194.0,91.0,63.0,32,68,0,False,sandal
4863,4.0,Women,Flipkart,499,68.94,22484.0,2930.0,12376.0,3783.0,2758.0,1382,2188,0,False,sandal
14540,4.1,Women,Flipkart,999,55.36,515.0,77.0,279.0,124.0,53.0,19,37,1,False,boot
17677,4.2,Women,Flipkart,999,57.96,9305.0,1619.0,5661.0,1711.0,920.0,319,694,1,False,boot
752,4.1,Women,Flipkart,819,5.01,594.0,72.0,307.0,267.0,88.0,18,28,0,False,sandal
1826,3.9,Women,Flipkart,638,21.79,15078.0,2219.0,6986.0,3768.0,2131.0,805,1386,0,False,sandal
11346,4.0,Women,Flipkart,499,70.94,42.0,5.0,20.0,8.0,4.0,4,2,0,False,flip
9923,3.0,Men,Flipkart,999,52.55,5.0,1.0,2.0,0.0,1.0,0,2,0,False,other
5773,3.5,Women,Flipkart,1299,76.29,240.0,38.0,93.0,36.0,49.0,22,40,1,False,slipper
3490,3.7,Men,Flipkart,999,45.05,374.0,59.0,166.0,63.0,61.0,27,57,0,False,sandal
13734,3.2,Men,Flipkart,499,40.08,20.0,1.0,6.0,4.0,2.0,4,4,0,False,other
5750,4.3,Women,Flipkart,3995,37.32,113.0,17.0,70.0,21.0,13.0,4,5,1,False,shoe
17895,4.7,Women,Flipkart,999,40.04,3.0,1.0,2.0,1.0,0.0,0,0,1,False,sneaker
5890,4.2,Women,Flipkart,3999,59.21,27.0,2.0,13.0,11.0,1.0,0,2,1,False,shoe
19627,4.7,Women,Flipkart,599,63.44,12.0,2.0,11.0,0.0,0.0,0,1,0,False,juti
20178,4.5,Men,Flipkart,4999,31.01,13.0,2.0,9.0,3.0,0.0,1,0,1,False,other
6789,4.2,Men,Flipkart,1299,19.25,1666.0,219.0,946.0,397.0,142.0,74,107,1,False,shoe
11063,3.4,Women,Flipkart,999,25.03,18.0,2.0,5.0,5.0,3.0,2,3,0,False,sandal
4098,3.9,Men,Flipkart,1099,61.6,141.0,17.0,75.0,22.0,18.0,8,18,1,False,mojaris
19517,4.0,Men,Flipkart,999,60.06,42788.0,6351.0,22139.0,8898.0,5416.0,2219,4116,1,False,other
19930,4.0,Men,Flipkart,2495,69.58,7695.0,986.0,4323.0,1262.0,882.0,438,790,1,True,sneaker
20371,3.8,Women,Flipkart,999,57.06,164.0,30.0,75.0,37.0,21.0,9,21,0,False,boot
20186,3.9,Women,Flipkart,999,60.06,1353.0,202.0,0.0,0.0,0.0,0,0,0,False,sneaker
1527,3.8,Men,Flipkart,999,55.16,825.0,129.0,403.0,131.0,130.0,62,99,0,False,shoe
4804,4.0,Women,Flipkart,1299,53.89,157.0,19.0,75.0,41.0,14.0,15,12,1,False,sandal
16053,4.1,Men,Flipkart,999,60.66,341.0,62.0,191.0,64.0,34.0,22,30,1,False,other
17851,4.2,Men,Flipkart,999,60.06,7736.0,967.0,3868.0,1934.0,921.0,319,694,1,False,boot
8422,4.0,Women,Flipkart,999,52.55,2795.0,380.0,1362.0,672.0,390.0,154,219,0,False,sandal
12750,3.2,Women,Amazon,249,12.05,376.0,250.0,23.0,12.0,15.0,23,27,0,False,other
14141,4.7,Women,Amazon,4814,0.0,2.0,1.0,2.0,2.0,4.0,13,79,1,False,sneaker
67,4.1,Men,Flipkart,1183,56.06,712.0,69.0,461.0,164.0,67.0,31,11,1,False,boot
188,4.2,Women,Flipkart,1185,63.26,8340.0,1118.0,4852.0,2138.0,1278.0,111,543,1,False,sandal
12056,4.1,Women,Flipkart,639,60.88,1372.0,157.0,797.0,217.0,137.0,84,137,1,False,juti
2342,4.3,Men,Flipkart,2499,45.02,59.0,4.0,38.0,13.0,2.0,2,4,1,False,shoe
12705,4.0,Women,Flipkart,999,71.07,467.0,61.0,265.0,76.0,50.0,33,43,0,False,sneaker
13082,3.6,Women,Flipkart,1690,50.0,10.0,1.0,3.0,3.0,2.0,1,1,1,False,other
18962,4.3,Women,Flipkart,999,10.01,400.0,54.0,225.0,109.0,35.0,9,22,1,False,shoe
8547,4.1,Men,Flipkart,329,10.03,342.0,60.0,172.0,81.0,56.0,5,28,1,False,sandal
12961,4.1,Women,Flipkart,999,50.05,63.0,9.0,41.0,5.0,5.0,5,7,1,False,sneaker
19948,3.9,Women,Flipkart,499,57.52,989.0,138.0,483.0,187.0,139.0,63,117,1,False,juti
13041,4.6,Women,Flipkart,999,50.15,5.0,0.0,4.0,0.0,1.0,0,0,0,False,boot
11725,4.4,Women,Flipkart,4499,44.37,239.0,29.0,147.0,65.0,13.0,5,9,1,False,shoe
4878,3.3,Men,Flipkart,1996,52.45,35.0,9.0,14.0,5.0,2.0,5,9,1,False,sandal
5240,4.0,Women,Flipkart,599,63.44,22.0,5.0,10.0,5.0,3.0,0,3,0,False,juti
10685,4.1,Men,Flipkart,599,58.43,1290.0,191.0,714.0,256.0,146.0,63,111,1,False,flip
19092,4.2,Men,Flipkart,1049,5.72,49098.0,7194.0,27266.0,11911.0,4923.0,1871,3127,1,False,shoe
17595,4.1,Men,Flipkart,1899,47.34,684.0,105.0,328.0,191.0,83.0,36,46,1,False,sandal
6326,4.2,Women,Flipkart,999,60.46,1543.0,272.0,905.0,333.0,140.0,51,114,1,False,sandal
12005,4.1,Women,Flipkart,999,69.07,154.0,23.0,82.0,35.0,19.0,7,11,0,False,sandal
20770,4.2,Women,Flipkart,999,2.9,45.0,7.0,30.0,6.0,3.0,0,6,0,False,sneaker
6117,3.7,Women,Amazon,399,0.0,75.0,32.0,15.0,9.0,10.0,26,40,0,False,shoe
13888,4.2,Men,Flipkart,999,74.07,30.0,4.0,20.0,2.0,4.0,1,3,0,False,other
11372,4.3,Women,Flipkart,799,1.13,19.0,2.0,11.0,6.0,0.0,0,2,0,False,other
18169,3.7,Women,Flipkart,699,7.15,69.0,15.0,28.0,22.0,6.0,3,12,1,False,shoe
12021,4.0,Women,Flipkart,999,80.08,1838.0,308.0,843.0,493.0,262.0,94,146,1,False,bellie
624,4.1,Women,Flipkart,858,57.36,610.0,64.0,49.0,13.0,40.0,11,41,1,False,sandal
2108,4.1,Men,Flipkart,2695,19.26,1670.0,223.0,853.0,437.0,173.0,66,141,1,False,sandal
13294,4.1,Women,Flipkart,999,60.06,311.0,37.0,169.0,60.0,45.0,19,18,0,False,juti
7842,3.7,Men,Flipkart,999,40.04,35.0,3.0,19.0,4.0,2.0,3,7,0,False,mojaris
2609,3.9,Women,Flipkart,999,43.04,141.0,20.0,65.0,38.0,14.0,9,15,1,False,shoe
12709,4.0,Men,Flipkart,1998,77.03,281.0,44.0,134.0,67.0,38.0,20,22,1,False,sandal
11316,4.2,Men,Flipkart,999,53.05,100.0,14.0,50.0,24.0,13.0,3,10,0,False,boot
13545,4.1,Women,Flipkart,899,63.18,167.0,30.0,87.0,48.0,19.0,11,8,1,False,sandal
4794,4.4,Women,Flipkart,5499,49.99,7.0,0.0,6.0,1.0,0.0,1,0,1,False,shoe
2206,3.6,Men,Flipkart,999,62.06,157.0,23.0,78.0,15.0,17.0,17,30,1,False,shoe
13368,2.8,Men,Flipkart,499,30.06,16.0,1.0,8.0,4.0,1.0,2,1,0,False,juti
12025,3.9,Men,Flipkart,6999,82.37,19.0,5.0,9.0,6.0,1.0,0,3,1,False,other
19642,3.9,Men,Flipkart,499,34.07,933.0,102.0,444.0,207.0,136.0,40,106,1,False,sandal
11744,4.0,Men,Flipkart,3995,29.99,468.0,48.0,239.0,112.0,32.0,25,60,1,False,sandal
13429,4.4,Women,Flipkart,999,45.05,102.0,17.0,62.0,29.0,6.0,2,3,0,False,sandal
12167,4.0,Men,Flipkart,999,52.55,45375.0,6554.0,23028.0,10103.0,6121.0,2385,3738,1,False,sandal
247,4.3,Women,Flipkart,997,55.06,1441.0,261.0,964.0,270.0,214.0,38,148,1,False,boot
256,4.3,Women,Flipkart,672,40.73,24.0,4.0,22.0,5.0,5.0,3,1,0,False,other
18182,4.2,Men,Flipkart,3495,29.99,432.0,52.0,247.0,105.0,33.0,9,38,1,False,sandal
2189,3.8,Women,Flipkart,799,64.96,112.0,14.0,53.0,23.0,9.0,11,16,0,False,slipper
14020,3.8,Men,Flipkart,1249,76.62,760.0,95.0,380.0,190.0,95.0,29,66,1,False,sandal
13739,4.0,Women,Flipkart,499,10.02,1995.0,338.0,1034.0,429.0,247.0,102,183,1,False,sneaker
16859,4.4,Women,Flipkart,999,54.85,975.0,222.0,627.0,198.0,78.0,25,45,0,False,boot
7564,3.9,Women,Flipkart,999,70.07,2446.0,356.0,1180.0,514.0,325.0,170,256,1,False,sandal
1502,3.9,Women,Flipkart,499,24.05,330.0,58.0,141.0,86.0,53.0,22,28,0,False,bellie
9711,3.7,Women,Flipkart,399,12.53,67.0,8.0,36.0,10.0,6.0,6,12,1,False,sneaker
5532,4.0,Men,Flipkart,999,54.85,181.0,20.0,89.0,47.0,15.0,8,22,0,False,other
1685,4.0,Men,Flipkart,999,50.05,1147.0,143.0,564.0,282.0,141.0,53,88,1,False,shoe
16048,4.2,Women,Flipkart,999,69.37,13.0,0.0,7.0,3.0,2.0,0,1,1,False,bellie
13521,4.1,Men,Flipkart,699,7.15,5895.0,904.0,2916.0,1543.0,737.0,281,418,0,False,sandal
13875,4.0,Men,Flipkart,999,47.85,768.0,91.0,393.0,179.0,92.0,42,62,1,False,other
13640,3.8,Men,Flipkart,2595,27.17,97.0,14.0,40.0,29.0,10.0,7,11,1,False,sandal
12032,3.8,Women,Flipkart,1497,63.99,862.0,143.0,396.0,179.0,119.0,59,109,1,True,sneaker
3368,4.2,Women,Flipkart,999,45.05,2448.0,341.0,1297.0,651.0,225.0,114,154,1,False,sandal
13872,3.9,Women,Flipkart,1999,76.04,230.0,37.0,107.0,54.0,26.0,14,28,0,False,boot
97,3.7,Women,Flipkart,1796,47.28,28.0,3.0,14.0,7.0,3.0,2,2,0,False,juti
13920,3.9,Men,Flipkart,999,66.87,1444.0,179.0,739.0,245.0,209.0,97,154,0,False,flip
1255,3.9,Women,Flipkart,499,56.11,665.0,89.0,359.0,98.0,72.0,41,95,1,False,juti
4837,3.5,Women,Flipkart,1199,56.21,22.0,3.0,6.0,7.0,3.0,3,3,0,False,sandal
16216,4.5,Women,Flipkart,5499,30.01,73.0,10.0,54.0,11.0,4.0,0,4,1,False,shoe
102,4.1,Men,Flipkart,4288,54.99,831.0,114.0,474.0,12.0,77.0,35,57,1,False,boot
16930,3.9,Women,Flipkart,499,70.14,2598.0,374.0,1291.0,518.0,317.0,190,282,0,False,juti
13093,4.3,Women,Flipkart,8999,68.57,160.0,25.0,95.0,38.0,8.0,12,7,1,False,other
8965,4.3,Women,Flipkart,1599,68.79,194.0,34.0,120.0,40.0,16.0,8,10,0,False,boot
5620,3.8,Men,Flipkart,499,53.51,15024.0,1878.0,7512.0,3756.0,1697.0,813,1246,0,False,flip
727,3.9,Women,Flipkart,1591,34.97,59.0,5.0,27.0,23.0,11.0,3,5,1,False,other
9007,2.9,Men,Flipkart,999,63.46,12.0,0.0,4.0,0.0,1.0,5,2,0,False,shoe
9162,4.3,Women,Flipkart,999,5.01,1967.0,238.0,1099.0,543.0,177.0,47,101,0,False,shoe
1630,3.3,Women,Flipkart,499,66.13,4.0,1.0,1.0,1.0,0.0,2,0,0,False,flip
16852,4.3,Women,Flipkart,999,63.46,561.0,87.0,356.0,103.0,46.0,22,34,0,False,boot
14048,4.1,Women,Flipkart,699,57.37,2273.0,286.0,1207.0,490.0,272.0,127,183,0,False,bellie
3446,4.1,Men,Flipkart,999,52.55,26134.0,3266.0,13067.0,5204.0,3255.0,1715,2893,1,False,sneaker
14124,4.4,Women,Flipkart,999,20.72,26.0,1.0,14.0,9.0,2.0,1,0,1,False,sneaker
473,3.7,Women,Flipkart,2374,40.0,10.0,1.0,4.0,2.0,3.0,2,2,0,False,bellie
2218,4.7,Men,Flipkart,3499,50.01,118.0,20.0,93.0,15.0,9.0,1,0,1,False,sneaker
4274,4.1,Women,Flipkart,599,61.77,62.0,5.0,38.0,8.0,7.0,4,5,0,False,other
19836,4.2,Men,Flipkart,1699,66.51,42.0,3.0,24.0,10.0,2.0,3,3,1,False,sneaker
445,3.8,Women,Flipkart,1133,60.06,4.0,0.0,3.0,2.0,3.0,1,2,0,False,bellie
5871,4.2,Men,Flipkart,2999,68.36,30.0,4.0,16.0,9.0,2.0,1,2,1,False,other
19172,4.3,Women,Flipkart,999,15.92,1962.0,238.0,1099.0,542.0,177.0,47,101,1,False,shoe
5320,4.2,Women,Flipkart,699,15.74,73.0,13.0,38.0,19.0,11.0,1,4,1,False,sandal
15069,4.7,Women,Flipkart,5999,64.99,2.0,0.0,2.0,0.0,0.0,0,0,1,False,shoe
20589,3.9,Men,Flipkart,1499,74.72,240.0,39.0,120.0,60.0,26.0,10,24,1,False,bellie
