title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,combo,category
FOOT TRECK Men's Black Outdoor Formal Synthetic Slip-On Shoe Slip On For Men  (Black),4.2,Men,Flipkart,1299,141.0,21.0,90.0,19.0,16.0,5,11.0,0,False,shoe
Ankle Length Stylish Boots For Men  (Black),3.9,Men,Flipkart,999,1689.0,248.0,875.0,277.0,192.0,120,225.0,1,False,boot
"Boots For Women  (White, Blue)",4.2,Women,Flipkart,999,6826.0,1208.0,3805.0,1530.0,750.0,254,483.0,1,False,boot
Women Black Heels Sandal,3.9,Women,Flipkart,2499,184.0,29.0,98.0,26.0,23.0,14,23.0,1,False,sandal
Women Blue Flats Sandal,4.1,Women,Flipkart,399,1191.0,177.0,671.0,225.0,139.0,68,88.0,1,False,sandal
Boots For Women  (Tan),4.0,Women,Flipkart,799,1704.0,315.0,913.0,331.0,187.0,72,201.0,0,False,boot
Men SM-406 Grey Running Shoes For Men  (Grey),4.2,Men,Flipkart,999,11088.0,1615.0,6263.0,2828.0,996.0,332,669.0,1,False,shoe
Women Beige Wedges Sandal,4.3,Women,Flipkart,999,23.0,4.0,14.0,5.0,2.0,0,2.0,0,False,sandal
Slides,4.2,Men,Flipkart,499,374.0,59.0,226.0,64.0,45.0,10,29.0,1,False,other
Slides,3.6,Men,Flipkart,1497,57.0,4.0,25.0,10.0,5.0,7,10.0,1,False,other
"Perfect Stylish Girls Casual Shoes Sneakers For Women  (Blue, Pink)",4.1,Women,Flipkart,499,319.0,53.0,162.0,75.0,44.0,19,19.0,1,False,sneaker
Acupressure Slippers/Reflexology Sandals/Therapeutic Acupoint Massager/Acupressure Acupuncture Therapy Medical/Yoga Paduka/Accu Paduka/Health Care Slippers/Foot Care Relaxation/Rotating Acupressure Foot Massager Shoes Magnetic Therapy Slippers Slides,3.7,Men,Flipkart,1499,3166.0,443.0,1362.0,660.0,473.0,214,457.0,0,False,sandal
PUL-64 Slippers,4.1,Women,Flipkart,359,561.0,59.0,285.0,133.0,75.0,31,37.0,1,False,slipper
Boots For Women  (Brown),4.1,Women,Flipkart,3695,49.0,12.0,26.0,13.0,4.0,3,3.0,0,False,boot
Jutis For Women  (Blue),3.9,Women,Flipkart,999,65.0,23.0,31.0,14.0,11.0,1,8.0,0,False,juti
Casual Boots For Women Boots For Women  (Black),4.2,Women,Flipkart,999,1369.0,220.0,755.0,308.0,161.0,56,89.0,1,False,boot
Jutis For Women  (Brown),4.1,Women,Flipkart,1895,9.0,1.0,5.0,1.0,2.0,1,0.0,0,False,juti
Flip Flops,4.3,Women,Flipkart,899,0.0,0.0,0.0,0.0,0.0,0,0.0,1,False,flip
"Men Red, Black Sports Sandal",4.2,Men,Flipkart,949,4961.0,734.0,2727.0,1325.0,466.0,156,287.0,1,False,sandal
Men Red Sandal,4.1,Men,Flipkart,999,486.0,70.0,262.0,106.0,47.0,25,46.0,0,False,sandal
Slip On For Men  (Black),3.6,Men,Flipkart,999,17.0,1.0,7.0,4.0,1.0,2,3.0,0,False,other
Women Black Heels Sandal,4.3,Women,Flipkart,999,348.0,73.0,206.0,91.0,30.0,5,16.0,1,False,sandal
Karans Mens Black Leather Casual Jutti Jutis For Men  (Black),4.3,Men,Flipkart,999,3.0,0.0,2.0,0.0,1.0,0,0.0,0,False,juti
GO WALK 5-SPARROW Walking Shoes For Men  (Black),4.3,Men,Flipkart,4999,1059.0,106.0,666.0,206.0,75.0,40,72.0,1,False,shoe
CLAIRE (Collector's Edition) Running Shoes For Women  (White),4.4,Women,Flipkart,1299,2664.0,450.0,1687.0,662.0,176.0,53,86.0,1,False,shoe
Women SFL-19 Black Slippers,4.2,Women,Flipkart,269,7657.0,880.0,4161.0,1893.0,784.0,306,513.0,1,False,slipper
Slippers,4.0,Men,Flipkart,449,16319.0,1755.0,9049.0,2829.0,1759.0,867,1815.0,0,False,slipper
CRYSTA Running Shoes For Men  (Grey),4.2,Men,Flipkart,1049,19772.0,3000.0,11192.0,4505.0,2003.0,756,1316.0,1,False,shoe
"Women Black, White Heels Sandal",3.6,Women,Flipkart,999,147.0,13.0,58.0,26.0,27.0,14,22.0,0,False,sandal
"Nova Wn's Sneakers For Women  (White, Black)",4.1,Men,Flipkart,6999,0.0,0.0,56.0,33.0,9.0,4,10.0,1,False,sneaker
"Men Black, Olive Sports Sandal",3.5,Men,Flipkart,2299,1732.0,219.0,657.0,328.0,248.0,141,358.0,0,False,sandal
Men Black Casual Sandal,4.1,Men,Flipkart,699,15989.0,2144.0,7953.0,4143.0,1919.0,756,1218.0,1,False,sandal
Jutis For Women  (Multicolor),4.0,Women,Flipkart,499,87.0,9.0,47.0,15.0,13.0,6,6.0,0,False,juti
Running Shoes For Women  (White),4.0,Women,Flipkart,999,2441.0,289.0,1237.0,573.0,298.0,113,220.0,0,False,shoe
RS 2.0 Mono Metal Wn s Casuals For Women  (Black),5.0,Women,Flipkart,6999,6.0,2.0,6.0,0.0,0.0,0,0.0,1,False,casual
WILLY-2 Bellies For Women  (Red),3.3,Women,Flipkart,499,44.0,3.0,11.0,14.0,4.0,6,9.0,1,False,bellie
Party Wear For Men  (Black),3.3,Men,Flipkart,849,20.0,3.0,7.0,3.0,4.0,2,4.0,0,False,other
Flip Flops,3.6,Men,Flipkart,1399,137.0,15.0,61.0,21.0,15.0,19,21.0,1,False,flip
Patywear Boots For Men  (Brown),4.0,Men,Flipkart,1499,143.0,23.0,73.0,30.0,15.0,12,13.0,0,False,boot
Flip Flops,3.9,Men,Flipkart,599,44.0,7.0,24.0,6.0,6.0,1,7.0,0,False,flip
SL 164 Walking Shoes For Women  (Blue),4.4,Men,Flipkart,999,0.0,0.0,436.0,218.0,121.0,38,59.0,1,False,shoe
Women Brown Heels Sandal,4.2,Women,Flipkart,1249,1545.0,206.0,885.0,311.0,173.0,70,106.0,0,False,sandal
Sb Charge Slr Sneakers For Men  (Black),4.3,Men,Flipkart,4495,728.0,111.0,448.0,164.0,49.0,17,50.0,1,False,sneaker
ENGINE Running Shoes For Men  (Navy),3.9,Men,Flipkart,1999,87.0,14.0,41.0,21.0,9.0,4,12.0,0,False,shoe
Flip Flops,4.0,Women,Flipkart,1298,24.0,3.0,13.0,4.0,3.0,2,2.0,1,False,flip
"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,999,17117.0,2296.0,9663.0,5026.0,1421.0,366,643.0,1,False,shoe
Men's Formal Lace Up For Men  (Brown),3.8,Men,Flipkart,2999,179.0,18.0,73.0,48.0,33.0,8,17.0,0,False,other
Women Brown Wedges Sandal,4.0,Women,Flipkart,499,7414.0,1246.0,3753.0,1639.0,984.0,378,660.0,1,False,sandal
Women SL-123 Magenta Baby Pink Walking Shoes For Women  (Red),4.3,Women,Flipkart,899,8998.0,1321.0,5182.0,2559.0,681.0,200,376.0,1,False,shoe
Party Wear For Men  (Red),4.0,Men,Flipkart,799,21.0,3.0,11.0,5.0,1.0,3,1.0,0,False,other
Jutis For Women  (Maroon),4.0,Women,Flipkart,499,852.0,133.0,453.0,154.0,96.0,59,83.0,0,False,juti
Jutis For Men  (Blue),2.9,Men,Flipkart,699,13.0,3.0,3.0,1.0,4.0,2,3.0,0,False,juti
Women Black Wedges Sandal,4.3,Women,Flipkart,1990,0.0,6.0,16.0,8.0,4.0,1,3.0,1,False,sandal
Go Walk Lite - Enamor For Women  (Navy),4.0,Women,Flipkart,4499,364.0,40.0,196.0,78.0,19.0,17,51.0,1,False,other
Girl's synthetic Leather Bellies For Women  (Black),4.1,Women,Flipkart,599,10896.0,1601.0,5788.0,2378.0,1354.0,564,812.0,1,False,bellie
Synthetic Leather Casual Sneaker Shoes for Men/Boys Sneakers For Men  (Grey),3.7,Men,Flipkart,699,1926.0,231.0,902.0,335.0,252.0,133,304.0,0,False,sneaker
Women Yellow Flats Sandal,4.0,Women,Flipkart,799,16776.0,2220.0,7913.0,4102.0,2309.0,996,1456.0,1,False,sandal
Women Black Heels Sandal,3.9,Women,Flipkart,799,585.0,63.0,301.0,104.0,78.0,36,63.0,0,False,sandal
Derby For Men  (Tan),4.0,Men,Flipkart,6599,300.0,42.0,151.0,78.0,28.0,15,28.0,1,False,other
Women Pink Wedges Sandal,3.6,Women,Flipkart,999,19.0,2.0,6.0,7.0,1.0,2,3.0,1,False,sandal
Derby For Men  (Tan),4.1,Men,Flipkart,4995,2852.0,393.0,1442.0,814.0,288.0,114,194.0,1,False,other
Combo Pack of 3 Casual Slip On Sneakers For Men  (Blue),3.9,Men,Flipkart,1497,0.0,0.0,42618.0,21309.0,9332.0,4378,7599.0,1,True,sneaker
Men Black Sports Sandal,4.1,Men,Flipkart,2499,1071.0,126.0,545.0,272.0,120.0,50,84.0,1,False,sandal
S-10 Running Shoes For Men  (White),4.0,Men,Flipkart,649,822.0,126.0,423.0,180.0,92.0,39,88.0,0,False,shoe
Sneakers For Women  (Tan),3.6,Women,Flipkart,928,7.0,0.0,5.0,1.0,2.0,3,4.0,0,False,sneaker
Men Brown Flats Sandal,3.6,Men,Flipkart,1995,2410.0,326.0,1000.0,459.0,339.0,209,403.0,1,False,sandal
Men Brown Casual Sandal,4.0,Men,Flipkart,749,7.0,2.0,2.0,3.0,2.0,0,0.0,1,False,sandal
Slippers,3.8,Men,Flipkart,599,2877.0,330.0,1409.0,509.0,354.0,234,371.0,1,False,slipper
Mojaris For Men  (Brown),3.2,Men,Flipkart,999,5.0,1.0,2.0,1.0,0.0,0,2.0,0,False,mojaris
Women Gold Wedges Sandal,4.1,Women,Flipkart,999,11.0,0.0,5.0,4.0,1.0,0,1.0,0,False,sandal
NORTH Running Shoes For Men  (Black),4.2,Men,Flipkart,1499,29101.0,4317.0,17349.0,6364.0,2377.0,1014,1997.0,1,False,shoe
Boots For Women  (Tan),3.7,Women,Flipkart,1999,235.0,0.0,244.0,122.0,61.0,21,40.0,0,False,boot
DRAGON Running Shoes For Men  (White),4.1,Men,Flipkart,2499,5181.0,750.0,2949.0,1005.0,433.0,221,573.0,1,False,shoe
Slip On For Women  (Grey),4.5,Women,Flipkart,1699,15.0,0.0,10.0,4.0,0.0,1,0.0,1,False,other
"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,949,3223.0,474.0,1738.0,875.0,324.0,107,179.0,1,False,shoe
Women Black Wedges Sandal,4.3,Women,Flipkart,2995,6.0,0.0,5.0,0.0,0.0,0,1.0,0,False,sandal
SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,368.0,68.0,201.0,79.0,51.0,11,26.0,1,False,casual
Women Beige Heels Sandal,4.0,Women,Flipkart,2499,107.0,20.0,56.0,22.0,10.0,7,12.0,1,False,sandal
Slides,4.6,Women,Flipkart,999,7.0,2.0,4.0,3.0,0.0,0,0.0,0,False,other
Women Black Heels Sandal,4.0,Women,Flipkart,999,0.0,18.0,93.0,33.0,30.0,10,20.0,1,False,sandal
Jutis For Women  (Multicolor),4.0,Women,Flipkart,499,87.0,9.0,47.0,15.0,13.0,6,6.0,0,False,juti
Men Blue Flats Sandal,3.9,Men,Flipkart,1999,898.0,100.0,434.0,199.0,110.0,45,110.0,1,False,sandal
Mojaris For Men  (White),3.4,Men,Flipkart,499,12.0,2.0,5.0,1.0,2.0,2,2.0,0,False,mojaris
Men Grey Clogs Sandal,3.7,Men,Flipkart,999,3778.0,498.0,1592.0,845.0,572.0,247,522.0,1,False,sandal
Women Multicolor Flats Sandal,3.3,Women,Flipkart,1497,56.0,8.0,20.0,9.0,6.0,9,12.0,1,False,sandal
Men Brown Casual Sandal,3.6,Men,Flipkart,999,396.0,44.0,171.0,65.0,57.0,31,72.0,1,False,sandal
Erdiga 3 M Running Shoes For Men  (Grey),4.1,Men,Flipkart,4299,2036.0,229.0,1089.0,499.0,202.0,68,178.0,1,False,shoe
Flower Design Bellies For Women  (Black),3.4,Women,Flipkart,999,19.0,0.0,5.0,3.0,7.0,2,2.0,0,False,bellie
Boots For Women  (Pink),4.1,Women,Flipkart,999,935.0,158.0,551.0,169.0,84.0,42,88.0,0,False,boot
Slides,4.3,Men,Flipkart,2995,163.0,24.0,96.0,43.0,11.0,0,13.0,1,False,other
"Women Red, Black Wedges Sandal",3.8,Women,Flipkart,279,446.0,80.0,209.0,83.0,75.0,30,49.0,1,False,sandal
Women Beige Wedges Sandal,3.8,Women,Flipkart,599,327.0,50.0,149.0,74.0,45.0,21,38.0,0,False,sandal
1712 Loafers For Men  (Black),4.1,Men,Flipkart,999,2372.0,285.0,1318.0,446.0,265.0,132,212.0,1,False,other
Bellies Jutis For Women  (Multicolor),4.0,Women,Flipkart,499,1542.0,222.0,848.0,281.0,194.0,76,143.0,0,False,juti
UPCOURT 4 Badminton Shoes For Men  (Blue),4.3,Men,Flipkart,3999,84.0,12.0,55.0,20.0,10.0,5,5.0,0,False,shoe
Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (White),4.2,Women,Flipkart,999,767.0,120.0,460.0,136.0,81.0,36,54.0,1,False,boot
"Face-13 Canvas shoes for ladies | sneakers for women | Casual shoes for girls stylish latest design new fashion | Lace up lightweight grey shoes for running, walking, gym, trekking & party Walking Shoes For Women  (Multicolor)",3.9,Women,Flipkart,999,721.0,136.0,337.0,180.0,86.0,46,72.0,1,False,sneaker
Slides,4.1,Women,Flipkart,499,8.0,1.0,5.0,1.0,1.0,0,1.0,1,False,other
Mojaris For Men  (Brown),3.6,Men,Flipkart,899,22.0,3.0,8.0,7.0,2.0,1,4.0,0,False,mojaris
Partywear ethnic Juti Casuals For Women  (Pink),3.7,Women,Flipkart,499,73.0,7.0,36.0,13.0,7.0,3,14.0,0,False,juti
Boots For Women  (Brown),3.0,Women,Flipkart,999,6.0,1.0,1.0,2.0,1.0,0,2.0,1,False,boot
Women Black Wedges Sandal,4.2,Men,Flipkart,999,0.0,0.0,905.0,330.0,165.0,51,114.0,1,False,sandal
Walking Shoes For Women  (Pink),4.4,Women,Flipkart,5299,209.0,34.0,129.0,52.0,16.0,4,8.0,1,False,shoe
Loafers For Men  (Black),3.6,Men,Flipkart,1299,12369.0,1385.0,4904.0,2683.0,1857.0,906,2019.0,1,False,other
Men SFG-541 Black Slippers,4.0,Men,Flipkart,349,38787.0,4620.0,19465.0,9488.0,4845.0,1826,3163.0,1,False,slipper
SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,999,1944.0,345.0,1198.0,528.0,121.0,38,59.0,1,False,shoe
Slippers,3.7,Women,Flipkart,699,24.0,3.0,14.0,1.0,3.0,0,6.0,0,False,slipper
Women Black Heels Sandal,4.3,Women,Flipkart,999,29.0,2.0,19.0,4.0,4.0,0,2.0,1,False,sandal
Light Weight Sports Shoes Walking Shoes For Men  (Multicolor),3.8,Men,Flipkart,999,0.0,525.0,2274.0,826.0,564.0,317,567.0,1,False,shoe
Pink Fur Bunny Sliders Slides,4.0,Women,Flipkart,499,7383.0,911.0,3716.0,1542.0,1012.0,451,664.0,1,False,other
Jutis For Men  (Multicolor),3.8,Men,Flipkart,999,45.0,5.0,0.0,0.0,0.0,0,0.0,0,False,juti
Women Comfortable Bellies (ballerinas) For Girls Bellies For Women  (Beige),4.0,Women,Flipkart,999,22.0,4.0,11.0,6.0,2.0,0,3.0,0,False,bellie
AXEL Slip On Shoes For Men  (Black),3.9,Men,Flipkart,1499,468.0,69.0,213.0,118.0,60.0,31,46.0,0,False,shoe
Women Training &Gym Shoes Training & Gym Shoes For Women  (Green),4.1,Women,Flipkart,749,1384.0,212.0,727.0,331.0,170.0,53,103.0,0,False,shoe
Men White Sandal,4.0,Men,Flipkart,1883,7.0,0.0,6.0,3.0,2.0,2,1.0,0,False,sandal
NORTH Running Shoes For Men  (Black),4.2,Men,Flipkart,1499,29107.0,4317.0,17352.0,6364.0,2378.0,1014,1999.0,1,False,shoe
Women Black Wedges Sandal,4.0,Women,Flipkart,549,185.0,29.0,90.0,49.0,21.0,6,19.0,0,False,sandal
Casuals For Women  (Black),3.9,Women,Flipkart,599,812.0,108.0,447.0,118.0,101.0,52,95.0,1,False,casual
Sneakers For Women  (White),5.0,Women,Flipkart,999,11.0,1.0,11.0,0.0,0.0,0,0.0,0,False,sneaker
Men Navy Sports Sandal,4.2,Men,Flipkart,675,46413.0,6229.0,26308.0,11106.0,4512.0,1545,2942.0,1,False,sandal
Stylish Warm Winter Fur Boots For Women  (Grey),4.3,Women,Flipkart,999,33.0,2.0,16.0,12.0,5.0,0,0.0,1,False,boot
Jutis For Women  (Off White),3.9,Women,Flipkart,649,10.0,3.0,3.0,3.0,2.0,0,1.0,0,False,juti
FASHION SHOE Running Shoes For Men  (Black),3.6,Men,Flipkart,999,18.0,4.0,9.0,1.0,2.0,3,3.0,1,False,shoe
NG-035 Bellies For Women  (Multicolor),4.3,Women,Flipkart,1099,83.0,16.0,50.0,24.0,7.0,0,5.0,0,False,bellie
Casuals For Women  (Yellow),4.3,Women,Flipkart,999,152.0,26.0,102.0,24.0,8.0,8,10.0,0,False,casual
"Blackwood Bieber Caual Shoes, party Wears, semi Formal, Fashion shoes Casuals For Men  (Blue)",4.2,Men,Flipkart,999,535.0,50.0,324.0,98.0,47.0,32,34.0,1,False,shoe
Women Black Flats Sandal,4.2,Women,Flipkart,999,3060.0,449.0,1650.0,749.0,343.0,138,180.0,1,False,sandal
Ethnic Jutis For Women  (Multicolor),3.9,Women,Flipkart,537,2857.0,466.0,1439.0,84.0,504.0,208,415.0,0,False,juti
Slides,4.1,Women,Flipkart,499,32.0,3.0,17.0,7.0,5.0,1,2.0,1,False,other
Premium Quality Mojaris For Men  (Brown),3.7,Men,Flipkart,999,35.0,4.0,12.0,8.0,11.0,1,3.0,0,False,mojaris
Women Black Heels Sandal,4.3,Women,Flipkart,999,375.0,56.0,225.0,82.0,33.0,20,17.0,1,False,sandal
"Women Brown, White Heels Sandal",3.8,Women,Flipkart,799,1734.0,286.0,821.0,338.0,232.0,110,235.0,1,False,sandal
Jalsa Jutis For Men  (Blue),3.2,Men,Flipkart,499,6.0,2.0,1.0,1.0,3.0,0,1.0,0,False,juti
RC2381 001 Boots For Men  (Black),4.2,Men,Flipkart,2945,147.0,17.0,88.0,28.0,15.0,6,10.0,1,False,boot
Men's White Sneakers shoes Sneakers For Men  (White),3.9,Men,Flipkart,499,11354.0,1511.0,5754.0,1933.0,1428.0,755,1484.0,1,False,sneaker
Slides,3.8,Women,Flipkart,349,82.0,14.0,37.0,11.0,13.0,9,9.0,0,False,other
Men Beige Sandal,3.9,Men,Flipkart,1499,259.0,46.0,113.0,59.0,52.0,16,19.0,0,False,sandal
"Combo Pack of 3 Casual Sneaker Shoes For Women Sneakers For Women  (Blue, Blue)",3.9,Women,Flipkart,1199,73.0,9.0,33.0,15.0,12.0,8,5.0,1,True,sneaker
Combo Pack of 2 Sports Shoes with Loafers Running Shoes For Women  (Multicolor),3.9,Women,Flipkart,998,158.0,26.0,71.0,39.0,22.0,11,16.0,1,True,shoe
White Casual Shoes Sneakers For Men  (White),4.1,Men,Flipkart,999,829.0,99.0,453.0,185.0,78.0,29,84.0,1,False,sneaker
Slides,3.9,Men,Flipkart,1497,1932.0,202.0,1049.0,278.0,227.0,136,242.0,1,False,other
Women White Flats Sandal,3.7,Women,Flipkart,299,2530.0,342.0,1106.0,523.0,365.0,186,350.0,1,False,sandal
SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,368.0,68.0,204.0,79.0,52.0,10,27.0,1,False,casual
AIR Casuals For Men  (Grey),3.8,Men,Flipkart,999,796.0,111.0,373.0,154.0,111.0,62,96.0,1,False,casual
"Women SL-165 Violet Grey Walking Shoes For Women  (Purple, Grey)",4.3,Men,Flipkart,999,400.0,54.0,132.0,66.0,35.0,9,22.0,1,False,shoe
Women Silver Heels Sandal,3.8,Women,Flipkart,1299,355.0,30.0,182.0,54.0,35.0,23,61.0,0,False,sandal
Perfect Stylish Girls High Ankle Boots For Women  (Tan),4.2,Women,Flipkart,999,9305.0,1619.0,5660.0,1711.0,921.0,319,694.0,1,False,boot
Jutis For Men  (Tan),3.6,Men,Flipkart,999,152.0,11.0,63.0,29.0,26.0,8,26.0,1,False,juti
Fashion and Stylish Designer shoes with Airmix Printed sole Outdoor Soft Ultralight Lace-ups Shoe for Gyming/ Casual/ Sneakers/walking/Sports/ loafers lace-ups Training & Gym Running Shoes For Men  (Multicolor),4.2,Men,Flipkart,1699,2023.0,396.0,1307.0,261.0,153.0,97,205.0,1,False,sneaker
888 Jutis For Men  (Beige),4.2,Men,Flipkart,999,60.0,10.0,35.0,13.0,2.0,6,4.0,0,False,juti
RC3499 Lace Up For Men  (Black),4.2,Men,Flipkart,3595,648.0,112.0,365.0,170.0,53.0,19,41.0,1,False,other
XHUGOY 2821 RED COLOUR POLICE FORMAL SYNTHTEIC SHOE WITH LEATHER LINING Oxford For Men  (Tan),4.2,Men,Flipkart,1599,5.0,0.0,3.0,0.0,2.0,0,0.0,1,False,shoe
Tennis Shoes For Women  (White),4.2,Women,Flipkart,4995,21.0,0.0,9.0,9.0,1.0,2,0.0,1,False,shoe
Women Pink Heels Sandal,4.0,Women,Flipkart,1499,127.0,28.0,61.0,32.0,14.0,8,12.0,1,False,sandal
Sneakers For Men  (Red),4.1,Men,Flipkart,499,5351.0,454.0,3330.0,638.0,472.0,274,637.0,0,False,sneaker
Women Casual & Running Shoes Combo Pack of 2 Sneakers For Women  (Multicolor),4.2,Women,Flipkart,998,15949.0,2870.0,8249.0,4284.0,1912.0,620,884.0,1,True,sneaker
SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,999,1944.0,345.0,1207.0,535.0,121.0,38,58.0,1,False,shoe
Women Black Flats Sandal,4.2,Women,Flipkart,999,8340.0,1118.0,4714.0,1924.0,955.0,301,446.0,1,False,sandal
Jutis For Men  (Beige),4.2,Men,Flipkart,999,351.0,48.0,180.0,91.0,53.0,9,18.0,1,False,juti
"Women Black, Beige, Silver Flats Sandal",4.0,Women,Flipkart,1499,2394.0,340.0,1125.0,609.0,333.0,132,195.0,1,False,sandal
ZARMAN High Top Ankle Boots For Men||Rumba Dancing Shoes For Men|| ©Genuine Dancing Shoes For Men High Tops For Men  (White),3.8,Men,Flipkart,999,87.0,7.0,42.0,13.0,15.0,3,14.0,0,False,boot
"Socks Stylish Cricket , Walking Shoes , Light Weight Sports Shoes Running Shoes For Men  (Blue)",3.9,Men,Flipkart,999,26343.0,3360.0,13228.0,5105.0,3505.0,1689,2816.0,1,False,shoe
Hush Berry Mens Loafer for Mens Casuals For Men  (Tan),3.9,Men,Flipkart,1249,1406.0,155.0,653.0,320.0,189.0,99,145.0,1,False,casual
Womens Casual comfort stylish trending combo slippers (Pack of 6) Flip Flops,3.9,Women,Flipkart,699,10766.0,1447.0,5203.0,2196.0,1586.0,739,1042.0,0,True,casual
"Casual , Partywear Sneakers Shoes For Men's And Boys White Color Sneakers For Men  (White)",4.0,Men,Flipkart,659,54418.0,7626.0,29120.0,10622.0,6535.0,2893,5248.0,1,False,sneaker
crocs Unisex's Classic Clogs,4.3,Women,Amazon,2495,151.0,75.0,6.0,4.0,5.0,23,62.0,0,False,other
Flip Flops,3.8,Women,Flipkart,499,6706.0,997.0,3191.0,1240.0,855.0,516,904.0,1,False,flip
Women Black Wedges Sandal,4.1,Women,Flipkart,999,82.0,16.0,37.0,28.0,8.0,1,6.0,1,False,sandal
0260 Slip On For Men  (Brown),3.8,Men,Flipkart,999,275.0,51.0,127.0,55.0,38.0,25,30.0,0,False,other
Women Black Heels Sandal,3.6,Women,Flipkart,999,1153.0,153.0,439.0,222.0,212.0,101,179.0,0,False,sandal
"Sneakers For Women  (White, Gold)",3.7,Women,Flipkart,499,4190.0,653.0,1810.0,834.0,655.0,318,573.0,1,False,sneaker
WIKA_08 Sneakers For Women  (White),4.2,Women,Flipkart,799,748.0,102.0,417.0,179.0,88.0,22,42.0,1,False,sneaker
Casuals For Men  (Green),4.1,Men,Flipkart,999,3369.0,427.0,2050.0,521.0,318.0,156,324.0,1,False,casual
Women Black Wedges Sandal,4.2,Women,Flipkart,1249,302.0,58.0,182.0,58.0,30.0,14,18.0,1,False,sandal
Synthetic Leather Black Formal Office Shoes Slip On For Men  (Black),4.2,Men,Flipkart,999,511.0,75.0,290.0,103.0,63.0,24,31.0,1,False,shoe
Loafers For Men  (Brown),4.0,Men,Flipkart,999,2187.0,255.0,1216.0,374.0,233.0,117,247.0,1,False,other
Men Multicolor Sandal,3.8,Men,Flipkart,498,169.0,22.0,84.0,28.0,23.0,11,23.0,0,False,sandal
Provoke XT FM Xtreme Wns Training & Gym Shoes For Women  (Black),4.3,Women,Flipkart,6999,12.0,2.0,8.0,2.0,1.0,0,1.0,1,False,shoe
Slippers,4.0,Women,Flipkart,499,716.0,101.0,376.0,144.0,96.0,39,61.0,1,False,slipper
Bellies For Women  (Black),3.9,Women,Flipkart,499,216.0,24.0,109.0,39.0,35.0,8,29.0,1,False,bellie
Jutis For Women  (Multicolor),3.9,Women,Flipkart,499,120.0,13.0,62.0,22.0,11.0,12,13.0,0,False,juti
Flip Flops,4.1,Women,Flipkart,999,2259.0,337.0,1227.0,538.0,231.0,104,159.0,0,False,flip
Morpankh Work Bellies For Women  (Maroon),4.0,Women,Flipkart,499,103.0,14.0,55.0,17.0,11.0,9,10.0,0,False,bellie
Women Grey Wedges Sandal,3.8,Women,Flipkart,999,391.0,45.0,174.0,89.0,46.0,40,43.0,0,False,sandal
Energylux Running Shoe For Women  (Grey),4.2,Women,Flipkart,4499,78.0,12.0,48.0,14.0,8.0,2,6.0,1,False,shoe
Men's Corporate Formal Vol-2.0 Slip On For Men  (Black),4.1,Men,Flipkart,999,126.0,15.0,60.0,36.0,17.0,7,6.0,0,False,other
Kraasa Socks Sport Shoes for Men | Walking Shoes | Casual Sneakers | Running Shoes for Men,3.9,Men,Amazon,471,30.0,22.0,0.0,14.0,14.0,28,43.0,0,False,sneaker
"Genuine Leather Embroidered And Comfortable Gulbahaar Multicolor Flat Jutti Ethnic Shoe Jutis For Women  (Multicolor, Green)",4.7,Women,Flipkart,4200,10.0,1.0,8.0,1.0,1.0,0,0.0,0,False,shoe
Women Pink Heels Sandal,4.1,Women,Flipkart,999,1052.0,182.0,568.0,248.0,121.0,45,70.0,1,False,sandal
NRGY Comet Running Shoes For Women  (Black),4.5,Women,Flipkart,4499,49.0,9.0,33.0,12.0,1.0,0,3.0,1,False,shoe
Women Tan Bellies Sandal,4.0,Women,Flipkart,699,108.0,11.0,51.0,27.0,13.0,10,7.0,1,False,sandal
OXYFIT Casuals For Men  (Black),4.2,Men,Flipkart,710,5931.0,815.0,3624.0,1513.0,105.0,247,535.0,1,False,casual
Slip On For Men  (Tan),4.1,Men,Flipkart,999,115.0,14.0,72.0,16.0,11.0,4,12.0,1,False,other
Training & Gym Shoes For Men  (Red),3.8,Men,Flipkart,1099,286.0,37.0,149.0,41.0,32.0,24,40.0,1,False,shoe
Jutis For Women  (Pink),3.9,Women,Flipkart,799,339.0,51.0,174.0,63.0,44.0,23,35.0,0,False,juti
Trackracer Wn s IDP Running Shoes For Women  (Black),4.3,Women,Flipkart,3499,666.0,90.0,403.0,154.0,54.0,20,36.0,1,False,shoe
Girls Canvas Heel Sneakers For Women  (Red),4.0,Women,Flipkart,649,14575.0,2331.0,7764.0,3040.0,1768.0,662,1341.0,1,False,sneaker
Ankle Length Stylish Boots For Men  (White),3.9,Men,Flipkart,999,1689.0,248.0,875.0,277.0,192.0,120,225.0,1,False,boot
Women Pink Heels Sandal,4.0,Women,Flipkart,899,1827.0,273.0,916.0,412.0,239.0,106,152.0,0,False,sandal
