id,title,Rating,maincateg,platform,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,price1
6510,Solar Fuse - Lite Joy Walking Shoes For Women  (Grey),4.3,Women,Flipkart,5299,30.01%,69.0,9.0,44.0,12.0,5.0,3,5,1,3709
10313,Men Black Sandal,4.0,Men,Flipkart,1899,78.99%,287.0,42.0,134.0,77.0,42.0,14,20,0,399
10806,ALICE Running Shoes For Women  (Off White),4.4,Women,Flipkart,1299,25.02%,377.0,51.0,253.0,77.0,17.0,9,21,0,974
6561,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,999,10.01%,1944.0,345.0,1198.0,528.0,121.0,38,59,1,899
18689,Bellies For Men  (Black),3.9,Men,Flipkart,749,48.33%,321.0,33.0,183.0,39.0,32.0,17,50,0,387
16206,"Comfortable&Durable Walking Shoes For Women  (Black, Navy)",3.6,Women,Flipkart,999,50.05%,79.0,6.0,35.0,13.0,9.0,9,13,1,499
13818,Canvas Shoes For Men  (Black),3.9,Men,Flipkart,999,78.08%,430.0,48.0,229.0,68.0,41.0,36,56,0,219
11586,"Casual shoes,Sneakers for men's,shoes for men's Sneakers For Men  (Grey)",3.9,Men,Flipkart,999,65.07%,39546.0,5341.0,20738.0,6460.0,4727.0,2477,5144,1,349
16259,Slippers,4.3,Men,Flipkart,2999,40.01%,8.0,2.0,6.0,0.0,1.0,0,1,1,1799
2134,SONIC Tennis Shoes For Men  (Black),4.2,Men,Flipkart,3999,62.52%,101.0,8.0,58.0,23.0,8.0,4,8,1,1499
152,"KENT Running Shoes For Men  (Blue, Black)",4.2,Men,Flipkart,1127,19.25%,4589.0,769.0,5393.0,1063.0,112.0,13,439,1,1066
18295,Flip Flops,4.2,Women,Flipkart,699,57.22%,15.0,5.0,8.0,4.0,2.0,0,1,1,299
16369,Women Pink Heels Sandal,3.5,Women,Flipkart,999,81.08%,39.0,1.0,18.0,7.0,0.0,4,10,1,189
20599,Mojaris For Men  (Tan),4.0,Men,Flipkart,2295,69.98%,6.0,1.0,2.0,2.0,2.0,0,0,0,689
12544,Men Grey Casual Sandal,4.6,Men,Flipkart,2499,40.02%,10.0,1.0,7.0,2.0,1.0,0,0,1,1499
7540,ICEBULL LEATHER 100% GENUINE LEATHER POLICE SHOES FOR GIRLS OR WOMEN (JEFL02) Oxford For Women  (Brown),4.3,Women,Flipkart,3999,65.02%,23.0,4.0,11.0,9.0,3.0,0,0,0,1399
2164,For Men  (Black),3.9,Men,Flipkart,499,36.87%,1461.0,263.0,664.0,329.0,211.0,101,156,0,315
2679,Ketava Graphic v2 IDP Slippers,4.3,Men,Flipkart,1399,20.01%,2876.0,265.0,1759.0,639.0,231.0,70,177,1,1119
5644,Electron Street Sneakers For Women  (Pink),4.7,Women,Flipkart,4499,0.02%,18.0,1.0,15.0,1.0,1.0,1,0,1,4498
4710,Women Brown Wedges Sandal,4.3,Women,Flipkart,499,15.63%,126.0,19.0,78.0,25.0,8.0,8,8,1,421
14079,Slip On For Men  (Black),4.0,Men,Flipkart,999,61.76%,733.0,83.0,416.0,97.0,86.0,36,98,0,382
17310,Smile Slides/Flip Flop for girls Slides,4.0,Women,Flipkart,799,61.83%,310.0,37.0,148.0,80.0,42.0,24,16,1,305
20914,Bellies For Women  (Beige),3.7,Women,Flipkart,2399,75.03%,14.0,2.0,6.0,2.0,3.0,2,1,1,599
14543,Revolution 4 Running Shoes For Women  (Black),4.2,Women,Flipkart,3695,40.22%,726.0,86.0,428.0,171.0,52.0,20,55,1,2209
16222,Jutis For Women  (Orange),3.6,Women,Flipkart,499,66.13%,41.0,3.0,20.0,5.0,3.0,7,6,0,169
18109,Women Brown Flats Sandal,4.1,Women,Flipkart,999,61.06%,691.0,84.0,349.0,187.0,72.0,38,40,1,389
794,Ankle Length & High Ankle Length Boots For Women  (Black),4.0,Women,Flipkart,841,52.05%,240.0,31.0,16.0,52.0,15.0,14,21,0,532
4477,"Hyperon M Running Shoes For Men  (Navy, White)",4.2,Men,Flipkart,2999,50.02%,12811.0,1597.0,7087.0,3278.0,1210.0,419,817,1,1499
7147,Rive Slipon Wn s MU IDP Running Shoes For Women  (Grey),4.2,Women,Flipkart,3999,39.31%,58.0,9.0,30.0,19.0,4.0,3,2,1,2427
19724,Women Multicolor Flats Sandal,3.6,Women,Flipkart,999,50.05%,6651.0,927.0,2683.0,1209.0,1052.0,610,1097,1,499
8555,Women Black Flats Sandal,4.0,Women,Flipkart,799,64.46%,386.0,47.0,210.0,69.0,47.0,22,38,0,284
8290,ZOE PLUS Casuals For Women  (Grey),3.9,Women,Flipkart,649,7.70%,43.0,5.0,24.0,6.0,4.0,1,8,1,599
15434,Women White Phulkari Punjabi Jutti Ethnic Mojari Handmade Jutti Jutis For Women  (Multicolor),4.0,Women,Flipkart,1395,28.39%,39.0,4.0,22.0,8.0,2.0,2,5,0,999
5758,Women Black Heels Sandal,3.4,Women,Flipkart,999,25.03%,18.0,2.0,5.0,5.0,3.0,2,3,0,749
17221,Perfect Stylish Girls High Ankel Boots For Women Boots For Women  (Black),4.6,Women,Flipkart,999,50.05%,10.0,4.0,7.0,2.0,1.0,0,0,0,499
15372,Walking Shoes For Women  (White),4.2,Women,Flipkart,3295,70.02%,364.0,60.0,205.0,92.0,32.0,17,18,0,988
1586,Party Wear For Men  (Tan),3.7,Men,Flipkart,799,37.55%,19.0,1.0,9.0,3.0,2.0,2,3,0,499
15683,Women Maroon Wedges Sandal,3.9,Women,Flipkart,899,44.49%,669.0,138.0,321.0,148.0,98.0,46,56,0,499
15884,"Women SL-124 Black Red Running Shoes For Women  (Red, Black)",4.3,Women,Flipkart,999,17.52%,17117.0,2296.0,9662.0,5025.0,1421.0,366,643,1,824
881,Slippers,4.0,Men,Flipkart,42,46.73%,53.0,4.0,24.0,15.0,5.0,5,5,0,123
10392,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 1 Bellies For Women  (Blue)",4.0,Women,Flipkart,499,50.10%,404.0,59.0,213.0,85.0,46.0,18,42,0,249
6008,ZF Klub Men's Lace up Walking Shoes Running Shoes Lightweight Breathable Mesh Fashion Sneakers / Designer party Wear For Men (black new look wise ) For Men  (Black),3.8,Men,Flipkart,999,55.06%,1584.0,163.0,802.0,217.0,202.0,132,231,1,449
13810,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Mojaris For Men  (Black)",3.8,Men,Flipkart,499,50.90%,874.0,101.0,451.0,134.0,109.0,66,114,0,245
534,Flip Flops,3.4,Men,Flipkart,833,51.95%,4234.0,480.0,430.0,409.0,783.0,373,262,0,441
18329,Women Brown Flats Sandal,3.9,Women,Flipkart,999,66.87%,578.0,72.0,253.0,143.0,106.0,33,43,1,331
4070,Jutis For Women  (Black),4.3,Women,Flipkart,1499,50.03%,10.0,2.0,5.0,3.0,2.0,0,0,0,749
6811,FITMAN Slip On Sneakers For Men  (Multicolor),3.8,Men,Flipkart,1299,82.53%,1668.0,228.0,821.0,294.0,228.0,121,204,0,227
6959,Women Blue Flats Sandal,4.0,Women,Flipkart,549,48.09%,1078.0,136.0,534.0,243.0,151.0,66,87,1,285
12333,"Rajasthani ethnic multicolor bellies, jutis, chappal for women & girl Bellies For Women  (Multicolor)",4.3,Women,Flipkart,499,53.51%,48.0,4.0,28.0,7.0,7.0,0,3,0,232
3308,Girls Stylish Cut Work Design Sneakers For Women  (White),4.0,Women,Flipkart,499,30.06%,1580.0,216.0,788.0,342.0,227.0,91,132,1,349
3773,Bellies For Women  (Blue),3.9,Women,Flipkart,499,43.09%,786.0,127.0,377.0,162.0,103.0,47,97,0,284
11360,"Women Jutis For Women  (Gold, Blue)",4.0,Women,Flipkart,700,63.14%,121.0,11.0,64.0,24.0,14.0,9,10,0,258
20849,Running Shoes For Men  (Multicolor),4.0,Men,Flipkart,599,20.87%,15421.0,2454.0,7536.0,3895.0,2096.0,739,1155,1,474
18071,women boots Boots For Women  (Black),3.7,Women,Flipkart,999,55.06%,141.0,26.0,71.0,21.0,14.0,7,28,0,449
2050,Brown Jutis For Women  (Brown),4.1,Women,Flipkart,699,64.52%,159.0,23.0,88.0,33.0,17.0,8,13,0,248
20152,Sneakers For Men  (White),3.9,Men,Flipkart,999,61.06%,179.0,16.0,93.0,25.0,29.0,7,25,0,389
19253,Boots For Women  (Black),4.3,Women,Flipkart,1999,43.02%,24.0,3.0,16.0,3.0,2.0,1,2,1,1139
569,Chroma Knit Wn s Training & Gym Shoes For Women  (Grey),4.1,Women,Flipkart,4493,45.01%,15.0,3.0,6.0,5.0,1.0,2,3,1,2368
19522,Jutis For Women  (Multicolor),3.3,Women,Flipkart,599,50.92%,9.0,2.0,3.0,2.0,1.0,1,2,0,294
14996,PELEM- EMIRO Flip Flops,3.4,Men,Flipkart,3799,30.01%,24.0,3.0,9.0,5.0,3.0,0,7,1,2659
3932,Casuals For Men  (Black),4.1,Men,Flipkart,999,52.55%,30104.0,3383.0,18348.0,4425.0,2806.0,1577,2948,1,474
18891,Slides,4.1,Women,Flipkart,899,74.30%,80.0,12.0,44.0,15.0,9.0,5,7,0,231
11930,Viz Runner Running Shoes For Men  (Black),4.0,Men,Flipkart,5499,50.01%,600.0,81.0,329.0,116.0,56.0,26,73,1,2749
38,"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men<U+FFFD> Running Shoes For Men  (Black, White)",4.1,Men,Flipkart,1137,50.05%,30677.0,3748.0,32131.0,6035.0,3870.0,1866,3064,1,543
10044,Bellies For Women  (Brown),3.7,Women,Flipkart,1495,52.24%,29.0,0.0,10.0,7.0,8.0,1,3,1,714
6338,Women Black Wedges Sandal,3.2,Women,Flipkart,999,30.03%,25.0,2.0,7.0,7.0,1.0,4,6,0,699
2316,Bellies For Women  (Maroon),3.8,Women,Flipkart,499,56.51%,117.0,12.0,59.0,17.0,15.0,8,18,0,217
17420,MCW-145 Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,1299,75.75%,17202.0,2435.0,7829.0,3137.0,2657.0,1354,2225,1,315
5540,Jute Mojari For Men Mojaris For Men  (Black),4.0,Women,Flipkart,999,57.06%,130.77920532226562,0.0,53.8913688659668,30.99599266052246,2.147496461868286,1,2,0,429
13996,"PRO CARBONITE 3.0 Football Shoes For Men  (Black, Yellow)",4.0,Men,Flipkart,709,3.39%,694.0,94.0,356.0,147.0,84.0,37,70,1,685
12341,Women Beige Wedges Sandal,4.1,Women,Flipkart,999,59.96%,183.0,28.0,102.0,41.0,14.0,11,15,1,400
18493,Women Brown Heels Sandal,4.2,Women,Flipkart,1249,54.52%,1545.0,206.0,885.0,311.0,173.0,70,106,0,568
11167,ATHLEO Sports Running Shoes For Women  (Grey),3.7,Women,Flipkart,1199,50.04%,65.0,13.0,26.0,13.0,12.0,7,8,0,599
14279,Men Black Casual Sandal,3.9,Men,Flipkart,999,44.44%,2558.0,342.0,1174.0,660.0,336.0,171,217,1,555
19815,Women Black Wedges Sandal,4.1,Women,Flipkart,999,35.04%,28.0,5.0,13.0,9.0,4.0,1,1,1,649
16883,Flip Flops,3.3,Women,Flipkart,499,66.13%,4.0,1.0,1.0,1.0,0.0,2,0,0,169
16039,Perfect Stylish Girls High Ankel Boots For Women  (Pink),4.2,Women,Flipkart,999,55.06%,510.0,88.0,309.0,83.0,51.0,24,43,0,449
17804,Women Red Phulkari Jutti Handmade Punjabi Jutti Mojari Online Handmade Jutis For Women  (Red),4.3,Women,Flipkart,1395,28.39%,25.0,7.0,14.0,7.0,3.0,0,1,0,999
10043,Slip On For Men  (Brown),3.6,Men,Flipkart,2995,57.53%,181.5303955078125,4.4673171043396,43.89421463012695,6.0,2.147496461868286,1,8,0,1272
442,"New Tredy Stylish Girls Comfortable ,Lightweight, Fashionble ,Now Look ,Outdoor ,Ankle Length ,High heel, Walking, Running. Boot ,Shoe For Women /Girls/Ladies Boots For Women  (Pink)",4.2,Women,Flipkart,1090,55.62%,1526.0,262.0,719.0,266.0,135.0,46,136,0,328
13089,Flip Flops,3.8,Women,Flipkart,700,58.29%,959.0,133.0,450.0,182.0,134.0,93,100,0,292
18411,Mojaris For Women  (Multicolor),3.7,Women,Flipkart,999,50.05%,128.0,16.0,49.0,38.0,15.0,8,18,0,499
13622,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Jutis For Men  (Blue)",3.9,Men,Flipkart,499,46.09%,199.0,27.0,120.0,16.0,21.0,12,30,0,269
9216,Slip On For Women  (Brown),3.9,Women,Flipkart,999,52.55%,190.0,23.0,91.0,45.0,25.0,21,18,1,474
511,Women SFL-503 Purple Fluorescent Green Flip Flops,4.1,Women,Flipkart,107,28.67%,9356.0,1210.0,2612.0,481.0,2392.0,583,282,1,246
1149,For Men  (Tan),4.0,Men,Flipkart,1999,50.03%,1246.0,203.0,578.0,355.0,143.0,64,106,1,999
7328,Leather Design Stylish Look Boots Shoes Boots For Women  (Black),4.2,Women,Flipkart,1399,71.55%,14914.0,2475.0,8671.0,3132.0,1586.0,575,944,1,398
13270,Men Brown Flats Sandal,3.8,Men,Flipkart,1999,47.52%,13.0,2.0,5.0,3.0,3.0,1,1,1,1049
8013,Women Black Bellies Sandal,3.9,Women,Flipkart,499,31.06%,465.0,67.0,208.0,115.0,61.0,34,47,0,344
13813,Socks Shoes Casuals For Men  (Grey),4.1,Men,Flipkart,999,57.66%,13682.0,1805.0,7062.0,3224.0,1689.0,617,1090,1,423
10303,Genuine Leather Slip On For Men  (Black),4.3,Men,Flipkart,4299,63.97%,48.0,10.0,24.0,16.0,5.0,2,1,0,1549
12215,Mojaris For Women  (White),4.0,Women,Flipkart,999,70.07%,22.0,0.0,12.0,4.0,3.0,1,2,0,299
6158,Decent Look Slip On For Men  (Black),4.0,Men,Flipkart,999,40.04%,795.0,112.0,411.0,165.0,119.0,36,64,1,599
9914,"Sports (Walking & Gym Shoes) Running, Sneakers Shoes for Men Pack of 3 Combo(O)-1595-1242-720 Running Shoes For Men  (Multicolor)",3.7,Men,Flipkart,1497,55.64%,4887.0,575.0,2283.0,700.0,680.0,418,806,1,664
9423,Men Grey Sports Sandal,4.0,Men,Flipkart,2499,50.02%,44.0,4.0,24.0,8.0,2.0,6,4,1,1249
16447,Downshifter 10 Running Shoes For Men  (Blue),4.3,Men,Flipkart,3995,29.99%,1059.0,190.0,654.0,236.0,77.0,26,66,1,2797
5160,You Define - Vital Walking Shoes For Women  (Grey),4.4,Women,Flipkart,5499,49.99%,92.0,7.0,57.0,23.0,6.0,4,2,1,2750
10050,Women Gold Wedges Sandal,4.3,Women,Flipkart,999,43.04%,110.0,15.0,69.0,19.0,11.0,8,3,1,569
18137,Bellies For Women  (Blue),4.1,Women,Flipkart,499,18.24%,190.0,25.0,95.0,55.0,19.0,10,11,1,408
8279,Women Tan Heels Sandal,4.1,Women,Flipkart,999,52.45%,186.6646728515625,5.666237831115723,53.8913688659668,30.99599266052246,2.147496461868286,25,40,1,475
13644,Synthetic Leather Casual Partywear Boots Shoes For Women And Girls Boots For Women  (Black),4.3,Women,Flipkart,999,60.16%,271.0,52.0,181.0,34.0,23.0,13,20,0,398
14177,Canvas Shoes For Men  (Black),3.7,Men,Flipkart,999,60.06%,282.0,34.0,134.0,48.0,29.0,25,46,0,399
13692,Slides,4.0,Men,Flipkart,499,20.04%,1165.0,140.0,553.0,303.0,154.0,54,101,1,399
13695,Casual Sneaker and Shoes for Running Yoga Walking Comfortable Hiking & Trekking Shoes For Women  (Grey),4.2,Women,Flipkart,1999,65.03%,60.0,10.0,35.0,14.0,7.0,2,6,0,699
15840,NG-035 Bellies For Women  (Multicolor),4.0,Women,Flipkart,1099,62.24%,4.0,1.0,3.0,0.0,0.0,0,1,0,415
17755,Women Yellow Heels Sandal,4.0,Women,Flipkart,999,52.55%,2795.0,380.0,1361.0,672.0,391.0,154,219,0,474
18854,Women Gold Heels Sandal,4.2,Women,Flipkart,1299,71.67%,445.0,77.0,244.0,116.0,51.0,13,21,1,368
18987,FOOT TRECK Men's Black Outdoor Formal Synthetic Slip-On Shoe Slip On For Men  (Black),4.2,Men,Flipkart,1299,70.82%,141.0,21.0,90.0,19.0,16.0,5,11,0,379
14965,Men Synthetic Leather Office Black Formal Shoes Slip On For Men  (Black),4.0,Men,Flipkart,999,52.55%,5068.0,750.0,2479.0,1244.0,716.0,236,393,1,474
18094,Men Synthetic Leather Chappal (Red) Flip Flops,4.0,Men,Flipkart,900,62.11%,12294.0,1250.0,6847.0,1878.0,1388.0,748,1433,1,341
10641,"SL-154 Walking Shoes For Women  (Grey, Pink)",4.2,Women,Flipkart,999,11.41%,362.0,36.0,198.0,98.0,29.0,9,28,0,885
5879,Men White Sandal,3.5,Men,Flipkart,699,59.37%,5637.0,666.0,2424.0,828.0,773.0,514,1098,1,284
1681,Boots For Men  (Beige),4.7,Men,Flipkart,999,64.06%,15.0,1.0,11.0,4.0,0.0,0,0,0,359
7721,Leather Semi-formals Slip On For Men  (Black),4.1,Men,Flipkart,5795,70.01%,575.0,79.0,307.0,139.0,62.0,25,42,1,1738
13999,Combo Pack of 2 Latest Collection Stylish casual Sports Running Shoes For Men  (Multicolor),3.7,Men,Flipkart,998,50.00%,1855.0,230.0,884.0,276.0,223.0,161,311,1,499
1442,Jutis For Women  (Multicolor),3.3,Women,Flipkart,595,52.44%,4.0,0.0,1.0,1.0,1.0,0,1,0,283
20731,Lotto Men's Sneakers,3.7,Men,Amazon,1050,52.48%,153.62460327148438,4.587793350219727,19.03623390197754,4.616528034210205,13.0,25,42,1,499
4073,Women Beige Wedges Sandal,4.3,Women,Flipkart,1890,30.00%,27.0,5.0,15.0,9.0,1.0,0,2,1,1323
17784,Women Black Wedges Sandal,4.3,Women,Flipkart,4499,54.99%,47.0,7.0,27.0,11.0,6.0,2,1,1,2025
17049,Boots For Women  (Red),3.8,Women,Flipkart,1999,76.14%,448.0,62.0,229.0,62.0,61.0,28,68,0,477
10343,Women Pink Heels Sandal,4.0,Women,Flipkart,799,52.57%,153.0,15.0,75.0,36.0,16.0,13,13,0,379
682,Women Beige Wedges Sandal,4.1,Women,Flipkart,1155,40.04%,1081.0,179.0,89.0,160.0,53.0,43,31,0,687
5847,Flip Flops,3.8,Women,Flipkart,599,46.58%,57.0,9.0,30.0,8.0,6.0,3,10,0,320
7908,Women Grey Wedges Sandal,3.9,Women,Flipkart,999,52.55%,223.0,35.0,114.0,44.0,24.0,14,27,0,474
10082,Angel Fashion TY Slides,3.9,Men,Flipkart,799,66.21%,2801.0,323.0,1466.0,471.0,324.0,186,354,0,270
12348,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Tan)",4.2,Women,Flipkart,999,64.46%,294.0,55.0,177.0,51.0,37.0,8,21,0,355
14760,1712 Loafers For Men  (Blue),4.1,Men,Flipkart,999,66.07%,2376.0,286.0,1320.0,445.0,266.0,133,212,1,339
13812,MAXICO Running Shoes For Men  (Black),4.1,Men,Flipkart,1299,23.63%,1782.0,300.0,946.0,442.0,184.0,85,125,1,992
17907,Women Blue Heels Sandal,3.2,Women,Flipkart,2199,54.57%,9.0,1.0,4.0,0.0,1.0,2,2,0,999
359,Men Black Sandal,3.8,Men,Flipkart,777,37.06%,25187.0,3113.0,8251.0,1828.0,633.0,1008,4203,1,340
11656,Walking Shoes For Women  (Blue),3.8,Women,Flipkart,499,15.03%,4484.0,637.0,1778.0,1184.0,712.0,284,517,1,424
4891,Slip On Sneakers For Women  (Multicolor),4.0,Women,Flipkart,998,42.99%,1335.0,221.0,629.0,331.0,186.0,80,109,1,569
12297,Slip On For Women  (Black),4.0,Women,Flipkart,499,31.06%,196.0,46.0,98.0,44.0,24.0,12,18,0,344
1096,MEN LEATHER JALSA MOJARIS CASUAL JUTTIS Jutis For Men  (Brown),4.0,Men,Flipkart,999,71.67%,11.0,0.0,5.0,3.0,2.0,0,1,0,283
9469,Women Maroon Wedges Sandal,4.0,Women,Flipkart,999,55.06%,94.0,9.0,49.0,16.0,16.0,6,7,0,449
3965,Slides,4.0,Women,Flipkart,499,43.09%,2166.0,284.0,1100.0,473.0,303.0,108,182,1,284
16904,"Men Black, Red Sandal",4.1,Men,Flipkart,875,16.00%,118035.0,16525.0,61722.0,30777.0,13063.0,4694,7779,1,735
20322,Slides,4.3,Women,Flipkart,799,25.03%,70.0,17.0,48.0,9.0,5.0,3,5,1,599
19263,Women White Heels Sandal,3.9,Women,Flipkart,999,60.06%,580.0,70.0,278.0,119.0,79.0,43,63,0,399
3887,Slippers,3.8,Women,Flipkart,999,75.58%,189.0,20.0,91.0,35.0,25.0,15,23,0,244
17364,Women Orange Flats Sandal,4.2,Women,Flipkart,699,66.38%,130.0,24.0,75.0,25.0,23.0,2,6,1,235
2450,Leather Black Oxford Dress Police Shoes with PU Sole Lace Up  Oxford For Men  (Black),3.8,Men,Flipkart,2250,69.78%,53.0,6.0,22.0,12.0,9.0,4,6,0,680
19184,Men Multicolor Flats Sandal,3.9,Men,Flipkart,1499,64.98%,2776.0,379.0,1337.0,570.0,385.0,193,291,1,525
15175,Women Brown Wedges Sandal,4.1,Women,Flipkart,269,9.67%,749.0,126.0,374.0,205.0,90.0,42,38,1,243
12772,Boots For Women  (Brown),4.5,Women,Flipkart,4850,58.78%,6.0,2.0,3.0,3.0,0.0,0,0,0,1999
2923,NUM0001 Oxford For Men  (Black),4.1,Men,Flipkart,799,50.06%,686.0,76.0,392.0,122.0,77.0,26,69,0,399
16116,Women Black Heels Sandal,4.0,Women,Flipkart,999,40.04%,2301.0,387.0,1312.0,384.0,245.0,105,255,0,599
14585,Slippers,4.1,Women,Flipkart,499,40.88%,2367.0,349.0,1279.0,533.0,255.0,117,183,1,295
7703,Velvet Ethnic Shoes Ethnic Mule For Women  (Black),4.3,Women,Flipkart,1599,81.30%,51.0,8.0,31.0,13.0,2.0,2,3,0,299
8892,Women Black Flats Sandal,4.0,Women,Flipkart,999,50.15%,1608.0,210.0,744.0,433.0,222.0,81,128,1,498
15319,Men Orange Sandal,4.0,Men,Flipkart,999,60.16%,14833.0,1945.0,7955.0,2968.0,1850.0,755,1305,0,398
20591,Women Copper Heels Sandal,4.3,Women,Flipkart,999,30.03%,796.0,130.0,466.0,186.0,80.0,26,38,1,699
17033,Jutis For Women  (Black),3.9,Women,Flipkart,499,56.11%,670.0,90.0,359.0,98.0,72.0,41,95,1,219
11188,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,20.64%,368.0,68.0,201.0,79.0,51.0,11,26,1,496
14233,JFWADAM KNIT SLIPON Walking Shoes For Men  (Black),4.3,Men,Flipkart,2999,50.02%,921.0,84.0,539.0,247.0,74.0,29,32,1,1499
6219,Boots For Women  (Black),4.3,Women,Flipkart,999,60.16%,240.0,38.0,143.0,48.0,18.0,11,7,1,398
9372,Bellies For Women  (Multicolor),4.0,Women,Flipkart,1499,60.04%,485.0,65.0,240.0,106.0,63.0,31,45,0,599
17462,WILLY-2 Bellies For Women  (Red),3.3,Women,Flipkart,499,10.02%,44.0,3.0,11.0,14.0,4.0,6,9,1,449
3901,Women Beige Wedges Sandal,3.9,Women,Flipkart,999,53.75%,83.5058822631836,3.0782809257507324,52.0,4.616528034210205,12.0,11,8,1,462
8876,Flooristo White Casual Stylish Sneakers Shoes for Men,3.4,Men,Amazon,599,21.70%,434.0,211.0,22.0,6.0,15.0,20,36,0,469
15047,"Top Rated,Training Shoes,Walking Shoes,Gym Shoes ,Sports Shoes, Running Shoes For Men,Cricket Shoes,Hocket Shoes,Vollyboll Shoes,Hiking Shoes,Casual Shoes,Football Shoes, Badminton Shoes,Basketball Shoes,Gym Shoes, Trekking Shoes,Juta, Tennis Shoe, Light Weight Comfortable Shoes For Men'S/Boy'S Casuals For Men Walking Shoes For Men  (Black)",3.4,Men,Flipkart,999,50.05%,111.90971374511719,72.0,19.633337020874023,6.260564804077148,55.0,50,149,0,499
2962,Bellies For Women  (Blue),3.6,Women,Flipkart,999,69.07%,328.0,41.0,147.0,62.0,31.0,17,71,0,309
6491,REEBOK ESSENTIAL TR Running Shoes For Women  (Grey),5.0,Women,Flipkart,2799,3.93%,3.0,0.0,3.0,0.0,0.0,0,0,1,2689
15695,Women Multicolor Flats Sandal,3.6,Women,Flipkart,499,64.93%,569.0,63.0,249.0,97.0,74.0,49,100,1,175
20519,"Sneakers For Women  (Navy, White, Orange)",4.1,Women,Flipkart,999,65.47%,386.0,71.0,206.0,89.0,50.0,14,27,1,345
8927,Women Beige Heels Sandal,3.9,Women,Flipkart,599,12.35%,861.0,122.0,398.0,203.0,123.0,53,84,0,525
14534,Bellies For Women  (Copper),3.9,Women,Flipkart,999,70.17%,3708.0,483.0,1676.0,901.0,542.0,251,338,1,298
5074,Men Olive Casual Sandal,4.2,Men,Flipkart,749,6.68%,18326.0,2518.0,10038.0,4554.0,1930.0,663,1141,1,699
15523,Slides,4.1,Men,Flipkart,499,40.08%,628.0,59.0,384.0,78.0,53.0,45,68,0,299
5679,Women Red Heels Sandal,4.1,Women,Flipkart,1099,40.95%,13.0,2.0,8.0,1.0,2.0,1,1,0,649
4444,Women Red Heels Sandal,3.9,Women,Flipkart,999,55.16%,387.0,66.0,188.0,77.0,50.0,23,49,1,448
9438,A-HH-012-Brown-3 Ethnic Mule For Women  (Brown),3.8,Women,Flipkart,1099,63.69%,6.0,0.0,4.0,0.0,0.0,1,1,0,399
12609,Women Green Heels Sandal,4.1,Women,Flipkart,999,40.04%,620.0,102.0,331.0,148.0,74.0,26,43,1,599
13778,Slides,4.0,Men,Flipkart,1799,48.64%,118.0,9.0,61.0,22.0,17.0,8,10,1,924
20956,Juttis for men ll Casual Mojaris For Men Loafers For Men  (Tan),4.0,Men,Flipkart,999,52.55%,297.0,32.0,143.0,75.0,32.0,20,27,1,474
436,Leather Derby For Men  (Tan),4.2,Men,Flipkart,6236,70.01%,69.0,4.0,28.0,14.0,6.0,5,4,1,1829
7808,Men Black Sports Sandal,4.2,Men,Flipkart,4295,70.01%,1355.0,183.0,710.0,417.0,128.0,37,63,1,1288
19510,Flip Flops,4.4,Women,Flipkart,199,4.52%,216.0,24.0,129.0,58.0,19.0,4,3,1,190
673,Synthetic Leather Casual Office Use Wedding Formal Shoes For Mens And Boys Slip On For Men  (Black),3.9,Men,Flipkart,976,62.06%,8298.0,1278.0,4380.0,466.0,1463.0,714,545,1,424
17774,Stylish Casual Sports Shoe Sneakers For Women  (Black),4.1,Women,Flipkart,999,31.43%,326.0,56.0,181.0,62.0,41.0,15,26,0,685
3249,Ankle Length & High Ankle Length Boots For Women  (Grey),4.0,Women,Flipkart,999,52.05%,240.0,31.0,126.0,50.0,31.0,13,20,0,479
12924,Officewear Style Look Slip On For Men  (Black),3.9,Men,Flipkart,999,50.05%,16.0,1.0,5.0,6.0,3.0,2,0,0,499
20108,Synthetic Leather Casual Partywear Wedding Stylish And New Design Boots Shoes For Women And Girls Boots For Women  (Brown),4.2,Women,Flipkart,999,60.16%,2361.0,401.0,1380.0,457.0,253.0,98,173,0,398
6674,NORTH Running Shoes For Men  (Navy),4.2,Men,Flipkart,1499,6.67%,29103.0,4317.0,17350.0,6364.0,2377.0,1014,1998,1,1399
4777,Women Silver Heels Sandal,3.0,Women,Flipkart,1799,64.98%,4.0,2.0,1.0,0.0,2.0,0,1,1,630
13997,JOLT 2 Running Shoes For Men  (Black),4.2,Men,Flipkart,4499,60.01%,2951.0,365.0,1658.0,758.0,266.0,90,179,1,1799
14913,Women Pink Wedges Sandal,3.8,Women,Flipkart,999,16.42%,186.0,17.0,86.0,37.0,27.0,9,27,0,835
